Exch,ExchType,ScripCode,Name,Expiry,ScripType,StrikeRate,FullName,TickSize,LotSize,QtyLimit,Multiplier,SymbolRoot,BOCOAllowed,ISIN,ScripData,Series
N,D,41924,BSE 24 APR 2025 PE 1800.00,2025-04-24,PE,1800,BSE 24 APR 2025 PE 1800.00,0.05,125,3750,1,BSE,N,INE118H01025,BSE 24 APR 2025 PE 1800.00_20250424_PE_1800,XX
N,D,41925,BSE 24 APR 2025 CE 2500.00,2025-04-24,CE,2500,BSE 24 APR 2025 CE 2500.00,0.05,125,3750,1,BSE,N,INE118H01025,BSE 24 APR 2025 CE 2500.00_20250424_CE_2500,XX
N,D,41926,BSE 24 APR 2025 PE 2500.00,2025-04-24,PE,2500,BSE 24 APR 2025 PE 2500.00,0.05,125,3750,1,BSE,N,INE118H01025,BSE 24 APR 2025 PE 2500.00_20250424_PE_2500,XX
N,D,41927,BSOFT 27 MAR 2025 CE 610.00,2025-03-27,CE,610,BSOFT 27 MAR 2025 CE 610.00,0.05,1000,40000,1,BSOFT,N,INE836A01035,BSOFT 27 MAR 2025 CE 610.00_20250327_CE_610,XX
N,D,41928,BSOFT 27 MAR 2025 PE 610.00,2025-03-27,PE,610,BSOFT 27 MAR 2025 PE 610.00,0.05,1000,40000,1,BSOFT,N,INE836A01035,BSOFT 27 MAR 2025 PE 610.00_20250327_PE_610,XX
N,D,41929,BSOFT 27 MAR 2025 CE 740.00,2025-03-27,CE,740,BSOFT 27 MAR 2025 CE 740.00,0.05,1000,40000,1,BSOFT,N,INE836A01035,BSOFT 27 MAR 2025 CE 740.00_20250327_CE_740,XX
N,D,41930,BSOFT 27 MAR 2025 PE 740.00,2025-03-27,PE,740,BSOFT 27 MAR 2025 PE 740.00,0.05,1000,40000,1,BSOFT,N,INE836A01035,BSOFT 27 MAR 2025 PE 740.00_20250327_PE_740,XX
N,D,41931,BSOFT 24 APR 2025 CE 610.00,2025-04-24,CE,610,BSOFT 24 APR 2025 CE 610.00,0.05,1000,40000,1,BSOFT,N,INE836A01035,BSOFT 24 APR 2025 CE 610.00_20250424_CE_610,XX
N,D,41932,HINDCOPPER 27 MAR 2025 CE 110.00,2025-03-27,CE,110,HINDCOPPER 27 MAR 2025 CE 110.00,0.05,2650,106000,1,HINDCOPPER,N,INE531E01026,HINDCOPPER 27 MAR 2025 CE 110.00_20250327_CE_110,XX
N,D,41933,HINDCOPPER 27 MAR 2025 PE 110.00,2025-03-27,PE,110,HINDCOPPER 27 MAR 2025 PE 110.00,0.05,2650,106000,1,HINDCOPPER,N,INE531E01026,HINDCOPPER 27 MAR 2025 PE 110.00_20250327_PE_110,XX
N,D,41934,HINDCOPPER 27 MAR 2025 CE 145.00,2025-03-27,CE,145,HINDCOPPER 27 MAR 2025 CE 145.00,0.05,2650,106000,1,HINDCOPPER,N,INE531E01026,HINDCOPPER 27 MAR 2025 CE 145.00_20250327_CE_145,XX
N,D,41935,HINDCOPPER 27 MAR 2025 PE 145.00,2025-03-27,PE,145,HINDCOPPER 27 MAR 2025 PE 145.00,0.05,2650,106000,1,HINDCOPPER,N,INE531E01026,HINDCOPPER 27 MAR 2025 PE 145.00_20250327_PE_145,XX
N,D,41936,BSOFT 24 APR 2025 PE 610.00,2025-04-24,PE,610,BSOFT 24 APR 2025 PE 610.00,0.05,1000,40000,1,BSOFT,N,INE836A01035,BSOFT 24 APR 2025 PE 610.00_20250424_PE_610,XX
N,D,41937,BSOFT 24 APR 2025 CE 740.00,2025-04-24,CE,740,BSOFT 24 APR 2025 CE 740.00,0.05,1000,40000,1,BSOFT,N,INE836A01035,BSOFT 24 APR 2025 CE 740.00_20250424_CE_740,XX
N,D,41938,BSOFT 24 APR 2025 PE 740.00,2025-04-24,PE,740,BSOFT 24 APR 2025 PE 740.00,0.05,1000,40000,1,BSOFT,N,INE836A01035,BSOFT 24 APR 2025 PE 740.00_20250424_PE_740,XX
N,D,41939,BSOFT 29 MAY 2025 CE 620.00,2025-05-29,CE,620,BSOFT 29 MAY 2025 CE 620.00,0.05,1000,40000,1,BSOFT,N,INE836A01035,BSOFT 29 MAY 2025 CE 620.00_20250529_CE_620,XX
N,D,41940,BSOFT 29 MAY 2025 PE 620.00,2025-05-29,PE,620,BSOFT 29 MAY 2025 PE 620.00,0.05,1000,40000,1,BSOFT,N,INE836A01035,BSOFT 29 MAY 2025 PE 620.00_20250529_PE_620,XX
N,D,41941,CAMS 27 MAR 2025 CE 4700.00,2025-03-27,CE,4700,CAMS 27 MAR 2025 CE 4700.00,0.05,125,6250,1,CAMS,N,INE596I01012,CAMS 27 MAR 2025 CE 4700.00_20250327_CE_4700,XX
N,D,41942,CAMS 27 MAR 2025 PE 4700.00,2025-03-27,PE,4700,CAMS 27 MAR 2025 PE 4700.00,0.05,125,6250,1,CAMS,N,INE596I01012,CAMS 27 MAR 2025 PE 4700.00_20250327_PE_4700,XX
N,D,41943,CAMS 24 APR 2025 CE 4700.00,2025-04-24,CE,4700,CAMS 24 APR 2025 CE 4700.00,0.05,125,6250,1,CAMS,N,INE596I01012,CAMS 24 APR 2025 CE 4700.00_20250424_CE_4700,XX
N,D,41944,HINDPETRO 27 MAR 2025 CE 140.00,2025-03-27,CE,140,HINDPETRO 27 MAR 2025 CE 140.00,0.05,2025,60750,1,HINDPETRO,N,INE094A01015,HINDPETRO 27 MAR 2025 CE 140.00_20250327_CE_140,XX
N,D,41945,HINDPETRO 27 MAR 2025 PE 140.00,2025-03-27,PE,140,HINDPETRO 27 MAR 2025 PE 140.00,0.05,2025,60750,1,HINDPETRO,N,INE094A01015,HINDPETRO 27 MAR 2025 PE 140.00_20250327_PE_140,XX
N,D,41946,HINDPETRO 27 MAR 2025 CE 150.00,2025-03-27,CE,150,HINDPETRO 27 MAR 2025 CE 150.00,0.05,2025,60750,1,HINDPETRO,N,INE094A01015,HINDPETRO 27 MAR 2025 CE 150.00_20250327_CE_150,XX
N,D,41947,HINDPETRO 27 MAR 2025 PE 150.00,2025-03-27,PE,150,HINDPETRO 27 MAR 2025 PE 150.00,0.05,2025,60750,1,HINDPETRO,N,INE094A01015,HINDPETRO 27 MAR 2025 PE 150.00_20250327_PE_150,XX
N,D,41948,CAMS 24 APR 2025 PE 4700.00,2025-04-24,PE,4700,CAMS 24 APR 2025 PE 4700.00,0.05,125,6250,1,CAMS,N,INE596I01012,CAMS 24 APR 2025 PE 4700.00_20250424_PE_4700,XX
N,D,41949,HINDPETRO 27 MAR 2025 CE 205.00,2025-03-27,CE,205,HINDPETRO 27 MAR 2025 CE 205.00,0.05,2025,60750,1,HINDPETRO,N,INE094A01015,HINDPETRO 27 MAR 2025 CE 205.00_20250327_CE_205,XX
N,D,41950,HINDPETRO 27 MAR 2025 PE 205.00,2025-03-27,PE,205,HINDPETRO 27 MAR 2025 PE 205.00,0.05,2025,60750,1,HINDPETRO,N,INE094A01015,HINDPETRO 27 MAR 2025 PE 205.00_20250327_PE_205,XX
N,D,41951,HINDPETRO 27 MAR 2025 CE 215.00,2025-03-27,CE,215,HINDPETRO 27 MAR 2025 CE 215.00,0.05,2025,60750,1,HINDPETRO,N,INE094A01015,HINDPETRO 27 MAR 2025 CE 215.00_20250327_CE_215,XX
N,D,41952,HINDPETRO 27 MAR 2025 PE 215.00,2025-03-27,PE,215,HINDPETRO 27 MAR 2025 PE 215.00,0.05,2025,60750,1,HINDPETRO,N,INE094A01015,HINDPETRO 27 MAR 2025 PE 215.00_20250327_PE_215,XX
N,D,41953,CANBK 27 MAR 2025 CE 117.00,2025-03-27,CE,117,CANBK 27 MAR 2025 CE 117.00,0.05,6750,270000,1,CANBK,N,INE476A01022,CANBK 27 MAR 2025 CE 117.00_20250327_CE_117,XX
N,D,41954,HINDPETRO 24 APR 2025 CE 140.00,2025-04-24,CE,140,HINDPETRO 24 APR 2025 CE 140.00,0.05,2025,60750,1,HINDPETRO,N,INE094A01015,HINDPETRO 24 APR 2025 CE 140.00_20250424_CE_140,XX
N,D,41955,HINDPETRO 24 APR 2025 PE 140.00,2025-04-24,PE,140,HINDPETRO 24 APR 2025 PE 140.00,0.05,2025,60750,1,HINDPETRO,N,INE094A01015,HINDPETRO 24 APR 2025 PE 140.00_20250424_PE_140,XX
N,D,41956,HINDPETRO 24 APR 2025 CE 210.00,2025-04-24,CE,210,HINDPETRO 24 APR 2025 CE 210.00,0.05,2025,60750,1,HINDPETRO,N,INE094A01015,HINDPETRO 24 APR 2025 CE 210.00_20250424_CE_210,XX
N,D,41957,HINDPETRO 24 APR 2025 PE 210.00,2025-04-24,PE,210,HINDPETRO 24 APR 2025 PE 210.00,0.05,2025,60750,1,HINDPETRO,N,INE094A01015,HINDPETRO 24 APR 2025 PE 210.00_20250424_PE_210,XX
N,D,41958,CANBK 27 MAR 2025 PE 117.00,2025-03-27,PE,117,CANBK 27 MAR 2025 PE 117.00,0.05,6750,270000,1,CANBK,N,INE476A01022,CANBK 27 MAR 2025 PE 117.00_20250327_PE_117,XX
N,D,41959,CANBK 27 MAR 2025 CE 132.00,2025-03-27,CE,132,CANBK 27 MAR 2025 CE 132.00,0.05,6750,270000,1,CANBK,N,INE476A01022,CANBK 27 MAR 2025 CE 132.00_20250327_CE_132,XX
N,D,41960,HINDUNILVR 27 MAR 2025 CE 1360.00,2025-03-27,CE,1360,HINDUNILVR 27 MAR 2025 CE 1360.00,0.05,300,9000,1,HINDUNILVR,N,INE030A01027,HINDUNILVR 27 MAR 2025 CE 1360.00_20250327_CE_1360,XX
N,D,41961,HINDUNILVR 27 MAR 2025 PE 1360.00,2025-03-27,PE,1360,HINDUNILVR 27 MAR 2025 PE 1360.00,0.05,300,9000,1,HINDUNILVR,N,INE030A01027,HINDUNILVR 27 MAR 2025 PE 1360.00_20250327_PE_1360,XX
N,D,41962,HINDUNILVR 24 APR 2025 CE 1720.00,2025-04-24,CE,1720,HINDUNILVR 24 APR 2025 CE 1720.00,0.05,300,9000,1,HINDUNILVR,N,INE030A01027,HINDUNILVR 24 APR 2025 CE 1720.00_20250424_CE_1720,XX
N,D,41963,HINDUNILVR 24 APR 2025 PE 1720.00,2025-04-24,PE,1720,HINDUNILVR 24 APR 2025 PE 1720.00,0.05,300,9000,1,HINDUNILVR,N,INE030A01027,HINDUNILVR 24 APR 2025 PE 1720.00_20250424_PE_1720,XX
N,D,41964,CANBK 27 MAR 2025 PE 132.00,2025-03-27,PE,132,CANBK 27 MAR 2025 PE 132.00,0.05,6750,270000,1,CANBK,N,INE476A01022,CANBK 27 MAR 2025 PE 132.00_20250327_PE_132,XX
N,D,41965,M&MFIN 27 MAR 2025 CE 170.00,2025-03-27,CE,170,M&MFIN 27 MAR 2025 CE 170.00,0.05,2000,80000,1,M&MFIN,N,INE774D01024,M&MFIN 27 MAR 2025 CE 170.00_20250327_CE_170,XX
N,D,41966,M&MFIN 27 MAR 2025 PE 170.00,2025-03-27,PE,170,M&MFIN 27 MAR 2025 PE 170.00,0.05,2000,80000,1,M&MFIN,N,INE774D01024,M&MFIN 27 MAR 2025 PE 170.00_20250327_PE_170,XX
N,D,41967,CANBK 27 MAR 2025 CE 134.00,2025-03-27,CE,134,CANBK 27 MAR 2025 CE 134.00,0.05,6750,270000,1,CANBK,N,INE476A01022,CANBK 27 MAR 2025 CE 134.00_20250327_CE_134,XX
N,D,41968,CANBK 27 MAR 2025 PE 134.00,2025-03-27,PE,134,CANBK 27 MAR 2025 PE 134.00,0.05,6750,270000,1,CANBK,N,INE476A01022,CANBK 27 MAR 2025 PE 134.00_20250327_PE_134,XX
N,D,41969,CANBK 24 APR 2025 CE 117.00,2025-04-24,CE,117,CANBK 24 APR 2025 CE 117.00,0.05,6750,270000,1,CANBK,N,INE476A01022,CANBK 24 APR 2025 CE 117.00_20250424_CE_117,XX
N,D,41970,CANBK 24 APR 2025 PE 117.00,2025-04-24,PE,117,CANBK 24 APR 2025 PE 117.00,0.05,6750,270000,1,CANBK,N,INE476A01022,CANBK 24 APR 2025 PE 117.00_20250424_PE_117,XX
N,D,41971,CANBK 24 APR 2025 CE 132.00,2025-04-24,CE,132,CANBK 24 APR 2025 CE 132.00,0.05,6750,270000,1,CANBK,N,INE476A01022,CANBK 24 APR 2025 CE 132.00_20250424_CE_132,XX
N,D,41972,CANBK 24 APR 2025 PE 132.00,2025-04-24,PE,132,CANBK 24 APR 2025 PE 132.00,0.05,6750,270000,1,CANBK,N,INE476A01022,CANBK 24 APR 2025 PE 132.00_20250424_PE_132,XX
N,D,41973,CANBK 24 APR 2025 CE 134.00,2025-04-24,CE,134,CANBK 24 APR 2025 CE 134.00,0.05,6750,270000,1,CANBK,N,INE476A01022,CANBK 24 APR 2025 CE 134.00_20250424_CE_134,XX
N,D,41974,HUDCO 27 MAR 2025 CE 80.00,2025-03-27,CE,80,HUDCO 27 MAR 2025 CE 80.00,0.05,2425,97000,1,HUDCO,N,INE031A01017,HUDCO 27 MAR 2025 CE 80.00_20250327_CE_80,XX
N,D,41975,HUDCO 27 MAR 2025 PE 80.00,2025-03-27,PE,80,HUDCO 27 MAR 2025 PE 80.00,0.05,2425,97000,1,HUDCO,N,INE031A01017,HUDCO 27 MAR 2025 PE 80.00_20250327_PE_80,XX
N,D,41976,HUDCO 27 MAR 2025 CE 90.00,2025-03-27,CE,90,HUDCO 27 MAR 2025 CE 90.00,0.05,2425,97000,1,HUDCO,N,INE031A01017,HUDCO 27 MAR 2025 CE 90.00_20250327_CE_90,XX
N,D,41977,CANBK 24 APR 2025 PE 134.00,2025-04-24,PE,134,CANBK 24 APR 2025 PE 134.00,0.05,6750,270000,1,CANBK,N,INE476A01022,CANBK 24 APR 2025 PE 134.00_20250424_PE_134,XX
N,D,41978,CANBK 29 MAY 2025 CE 114.00,2025-05-29,CE,114,CANBK 29 MAY 2025 CE 114.00,0.05,6750,270000,1,CANBK,N,INE476A01022,CANBK 29 MAY 2025 CE 114.00_20250529_CE_114,XX
N,D,41979,CANBK 29 MAY 2025 PE 114.00,2025-05-29,PE,114,CANBK 29 MAY 2025 PE 114.00,0.05,6750,270000,1,CANBK,N,INE476A01022,CANBK 29 MAY 2025 PE 114.00_20250529_PE_114,XX
N,D,41980,HUDCO 27 MAR 2025 PE 90.00,2025-03-27,PE,90,HUDCO 27 MAR 2025 PE 90.00,0.05,2425,97000,1,HUDCO,N,INE031A01017,HUDCO 27 MAR 2025 PE 90.00_20250327_PE_90,XX
N,D,41981,HUDCO 27 MAR 2025 CE 125.00,2025-03-27,CE,125,HUDCO 27 MAR 2025 CE 125.00,0.05,2425,97000,1,HUDCO,N,INE031A01017,HUDCO 27 MAR 2025 CE 125.00_20250327_CE_125,XX
N,D,41982,CANBK 29 MAY 2025 CE 132.00,2025-05-29,CE,132,CANBK 29 MAY 2025 CE 132.00,0.05,6750,270000,1,CANBK,N,INE476A01022,CANBK 29 MAY 2025 CE 132.00_20250529_CE_132,XX
N,D,41983,CANBK 29 MAY 2025 PE 132.00,2025-05-29,PE,132,CANBK 29 MAY 2025 PE 132.00,0.05,6750,270000,1,CANBK,N,INE476A01022,CANBK 29 MAY 2025 PE 132.00_20250529_PE_132,XX
N,D,41984,CDSL 27 MAR 2025 CE 1740.00,2025-03-27,CE,1740,CDSL 27 MAR 2025 CE 1740.00,0.05,350,14000,1,CDSL,N,INE736A01011,CDSL 27 MAR 2025 CE 1740.00_20250327_CE_1740,XX
N,D,41985,HUDCO 27 MAR 2025 PE 125.00,2025-03-27,PE,125,HUDCO 27 MAR 2025 PE 125.00,0.05,2425,97000,1,HUDCO,N,INE031A01017,HUDCO 27 MAR 2025 PE 125.00_20250327_PE_125,XX
N,D,41986,HUDCO 27 MAR 2025 CE 135.00,2025-03-27,CE,135,HUDCO 27 MAR 2025 CE 135.00,0.05,2425,97000,1,HUDCO,N,INE031A01017,HUDCO 27 MAR 2025 CE 135.00_20250327_CE_135,XX
N,D,41987,HUDCO 27 MAR 2025 PE 135.00,2025-03-27,PE,135,HUDCO 27 MAR 2025 PE 135.00,0.05,2425,97000,1,HUDCO,N,INE031A01017,HUDCO 27 MAR 2025 PE 135.00_20250327_PE_135,XX
N,D,41988,HUDCO 24 APR 2025 CE 80.00,2025-04-24,CE,80,HUDCO 24 APR 2025 CE 80.00,0.05,2425,97000,1,HUDCO,N,INE031A01017,HUDCO 24 APR 2025 CE 80.00_20250424_CE_80,XX
N,D,41989,HUDCO 24 APR 2025 PE 80.00,2025-04-24,PE,80,HUDCO 24 APR 2025 PE 80.00,0.05,2425,97000,1,HUDCO,N,INE031A01017,HUDCO 24 APR 2025 PE 80.00_20250424_PE_80,XX
N,D,41990,HUDCO 24 APR 2025 CE 110.00,2025-04-24,CE,110,HUDCO 24 APR 2025 CE 110.00,0.05,2425,97000,1,HUDCO,N,INE031A01017,HUDCO 24 APR 2025 CE 110.00_20250424_CE_110,XX
N,D,41991,HUDCO 24 APR 2025 PE 110.00,2025-04-24,PE,110,HUDCO 24 APR 2025 PE 110.00,0.05,2425,97000,1,HUDCO,N,INE031A01017,HUDCO 24 APR 2025 PE 110.00_20250424_PE_110,XX
N,D,41992,CDSL 27 MAR 2025 PE 1740.00,2025-03-27,PE,1740,CDSL 27 MAR 2025 PE 1740.00,0.05,350,14000,1,CDSL,N,INE736A01011,CDSL 27 MAR 2025 PE 1740.00_20250327_PE_1740,XX
N,D,41993,CDSL 24 APR 2025 CE 1740.00,2025-04-24,CE,1740,CDSL 24 APR 2025 CE 1740.00,0.05,350,14000,1,CDSL,N,INE736A01011,CDSL 24 APR 2025 CE 1740.00_20250424_CE_1740,XX
N,D,41994,CDSL 24 APR 2025 PE 1740.00,2025-04-24,PE,1740,CDSL 24 APR 2025 PE 1740.00,0.05,350,14000,1,CDSL,N,INE736A01011,CDSL 24 APR 2025 PE 1740.00_20250424_PE_1740,XX
N,D,41995,CGPOWER 27 MAR 2025 CE 850.00,2025-03-27,CE,850,CGPOWER 27 MAR 2025 CE 850.00,0.05,725,36250,1,CGPOWER,N,INE067A01029,CGPOWER 27 MAR 2025 CE 850.00_20250327_CE_850,XX
N,D,41996,ICICIPRULI 27 MAR 2025 CE 390.00,2025-03-27,CE,390,ICICIPRULI 27 MAR 2025 CE 390.00,0.05,750,37500,1,ICICIPRULI,N,INE726G01019,ICICIPRULI 27 MAR 2025 CE 390.00_20250327_CE_390,XX
N,D,41997,ICICIPRULI 27 MAR 2025 PE 390.00,2025-03-27,PE,390,ICICIPRULI 27 MAR 2025 PE 390.00,0.05,750,37500,1,ICICIPRULI,N,INE726G01019,ICICIPRULI 27 MAR 2025 PE 390.00_20250327_PE_390,XX
N,D,41998,CGPOWER 27 MAR 2025 PE 850.00,2025-03-27,PE,850,CGPOWER 27 MAR 2025 PE 850.00,0.05,725,36250,1,CGPOWER,N,INE067A01029,CGPOWER 27 MAR 2025 PE 850.00_20250327_PE_850,XX
N,D,41999,CGPOWER 27 MAR 2025 CE 980.00,2025-03-27,CE,980,CGPOWER 27 MAR 2025 CE 980.00,0.05,725,36250,1,CGPOWER,N,INE067A01029,CGPOWER 27 MAR 2025 CE 980.00_20250327_CE_980,XX
N,D,42000,CGPOWER 27 MAR 2025 PE 980.00,2025-03-27,PE,980,CGPOWER 27 MAR 2025 PE 980.00,0.05,725,36250,1,CGPOWER,N,INE067A01029,CGPOWER 27 MAR 2025 PE 980.00_20250327_PE_980,XX
N,D,42001,CGPOWER 24 APR 2025 CE 850.00,2025-04-24,CE,850,CGPOWER 24 APR 2025 CE 850.00,0.05,725,36250,1,CGPOWER,N,INE067A01029,CGPOWER 24 APR 2025 CE 850.00_20250424_CE_850,XX
N,D,42002,IGL 27 MAR 2025 CE 100.00,2025-03-27,CE,100,IGL 27 MAR 2025 CE 100.00,0.05,2750,110000,1,IGL,N,INE203G01027,IGL 27 MAR 2025 CE 100.00_20250327_CE_100,XX
N,D,42003,CGPOWER 24 APR 2025 PE 850.00,2025-04-24,PE,850,CGPOWER 24 APR 2025 PE 850.00,0.05,725,36250,1,CGPOWER,N,INE067A01029,CGPOWER 24 APR 2025 PE 850.00_20250424_PE_850,XX
N,D,42004,CGPOWER 24 APR 2025 CE 980.00,2025-04-24,CE,980,CGPOWER 24 APR 2025 CE 980.00,0.05,725,36250,1,CGPOWER,N,INE067A01029,CGPOWER 24 APR 2025 CE 980.00_20250424_CE_980,XX
N,D,42005,IGL 27 MAR 2025 PE 100.00,2025-03-27,PE,100,IGL 27 MAR 2025 PE 100.00,0.05,2750,110000,1,IGL,N,INE203G01027,IGL 27 MAR 2025 PE 100.00_20250327_PE_100,XX
N,D,42006,IGL 27 MAR 2025 CE 132.50,2025-03-27,CE,132.5,IGL 27 MAR 2025 CE 132.50,0.05,2750,110000,1,IGL,N,INE203G01027,IGL 27 MAR 2025 CE 132.50_20250327_CE_132.5,XX
N,D,42007,IGL 27 MAR 2025 PE 132.50,2025-03-27,PE,132.5,IGL 27 MAR 2025 PE 132.50,0.05,2750,110000,1,IGL,N,INE203G01027,IGL 27 MAR 2025 PE 132.50_20250327_PE_132.5,XX
N,D,42008,CGPOWER 24 APR 2025 PE 980.00,2025-04-24,PE,980,CGPOWER 24 APR 2025 PE 980.00,0.05,725,36250,1,CGPOWER,N,INE067A01029,CGPOWER 24 APR 2025 PE 980.00_20250424_PE_980,XX
N,D,42009,CGPOWER 29 MAY 2025 CE 860.00,2025-05-29,CE,860,CGPOWER 29 MAY 2025 CE 860.00,0.05,725,36250,1,CGPOWER,N,INE067A01029,CGPOWER 29 MAY 2025 CE 860.00_20250529_CE_860,XX
N,D,42010,CGPOWER 29 MAY 2025 PE 860.00,2025-05-29,PE,860,CGPOWER 29 MAY 2025 PE 860.00,0.05,725,36250,1,CGPOWER,N,INE067A01029,CGPOWER 29 MAY 2025 PE 860.00_20250529_PE_860,XX
N,D,42011,CHAMBLFERT 27 MAR 2025 CE 710.00,2025-03-27,CE,710,CHAMBLFERT 27 MAR 2025 CE 710.00,0.05,1900,38000,1,CHAMBLFERT,N,INE085A01013,CHAMBLFERT 27 MAR 2025 CE 710.00_20250327_CE_710,XX
N,D,42012,CHAMBLFERT 27 MAR 2025 PE 710.00,2025-03-27,PE,710,CHAMBLFERT 27 MAR 2025 PE 710.00,0.05,1900,38000,1,CHAMBLFERT,N,INE085A01013,CHAMBLFERT 27 MAR 2025 PE 710.00_20250327_PE_710,XX
N,D,42013,CHAMBLFERT 27 MAR 2025 CE 800.00,2025-03-27,CE,800,CHAMBLFERT 27 MAR 2025 CE 800.00,0.05,1900,38000,1,CHAMBLFERT,N,INE085A01013,CHAMBLFERT 27 MAR 2025 CE 800.00_20250327_CE_800,XX
N,D,42014,CHAMBLFERT 27 MAR 2025 PE 800.00,2025-03-27,PE,800,CHAMBLFERT 27 MAR 2025 PE 800.00,0.05,1900,38000,1,CHAMBLFERT,N,INE085A01013,CHAMBLFERT 27 MAR 2025 PE 800.00_20250327_PE_800,XX
N,D,42015,MGL 27 MAR 2025 CE 1760.00,2025-03-27,CE,1760,MGL 27 MAR 2025 CE 1760.00,0.05,400,20000,1,MGL,N,INE002S01010,MGL 27 MAR 2025 CE 1760.00_20250327_CE_1760,XX
N,D,42016,MGL 27 MAR 2025 PE 1760.00,2025-03-27,PE,1760,MGL 27 MAR 2025 PE 1760.00,0.05,400,20000,1,MGL,N,INE002S01010,MGL 27 MAR 2025 PE 1760.00_20250327_PE_1760,XX
N,D,42017,CHAMBLFERT 27 MAR 2025 CE 820.00,2025-03-27,CE,820,CHAMBLFERT 27 MAR 2025 CE 820.00,0.05,1900,38000,1,CHAMBLFERT,N,INE085A01013,CHAMBLFERT 27 MAR 2025 CE 820.00_20250327_CE_820,XX
N,D,42018,CHAMBLFERT 27 MAR 2025 PE 820.00,2025-03-27,PE,820,CHAMBLFERT 27 MAR 2025 PE 820.00,0.05,1900,38000,1,CHAMBLFERT,N,INE085A01013,CHAMBLFERT 27 MAR 2025 PE 820.00_20250327_PE_820,XX
N,D,42019,CHAMBLFERT 24 APR 2025 CE 710.00,2025-04-24,CE,710,CHAMBLFERT 24 APR 2025 CE 710.00,0.05,1900,38000,1,CHAMBLFERT,N,INE085A01013,CHAMBLFERT 24 APR 2025 CE 710.00_20250424_CE_710,XX
N,D,42020,INDHOTEL 24 APR 2025 CE 1060.00,2025-04-24,CE,1060,INDHOTEL 24 APR 2025 CE 1060.00,0.05,1000,30000,1,INDHOTEL,N,INE053A01029,INDHOTEL 24 APR 2025 CE 1060.00_20250424_CE_1060,XX
N,D,42021,CHAMBLFERT 24 APR 2025 PE 710.00,2025-04-24,PE,710,CHAMBLFERT 24 APR 2025 PE 710.00,0.05,1900,38000,1,CHAMBLFERT,N,INE085A01013,CHAMBLFERT 24 APR 2025 PE 710.00_20250424_PE_710,XX
N,D,42022,CHAMBLFERT 24 APR 2025 CE 800.00,2025-04-24,CE,800,CHAMBLFERT 24 APR 2025 CE 800.00,0.05,1900,38000,1,CHAMBLFERT,N,INE085A01013,CHAMBLFERT 24 APR 2025 CE 800.00_20250424_CE_800,XX
N,D,42023,MOTHERSON 27 MAR 2025 CE 90.00,2025-03-27,CE,90,MOTHERSON 27 MAR 2025 CE 90.00,0.05,3550,177500,1,MOTHERSON,N,INE775A01035,MOTHERSON 27 MAR 2025 CE 90.00_20250327_CE_90,XX
N,D,42024,MOTHERSON 27 MAR 2025 PE 90.00,2025-03-27,PE,90,MOTHERSON 27 MAR 2025 PE 90.00,0.05,3550,177500,1,MOTHERSON,N,INE775A01035,MOTHERSON 27 MAR 2025 PE 90.00_20250327_PE_90,XX
N,D,42025,INDHOTEL 24 APR 2025 PE 1060.00,2025-04-24,PE,1060,INDHOTEL 24 APR 2025 PE 1060.00,0.05,1000,30000,1,INDHOTEL,N,INE053A01029,INDHOTEL 24 APR 2025 PE 1060.00_20250424_PE_1060,XX
N,D,42026,CHAMBLFERT 24 APR 2025 PE 800.00,2025-04-24,PE,800,CHAMBLFERT 24 APR 2025 PE 800.00,0.05,1900,38000,1,CHAMBLFERT,N,INE085A01013,CHAMBLFERT 24 APR 2025 PE 800.00_20250424_PE_800,XX
N,D,42027,CHAMBLFERT 24 APR 2025 CE 820.00,2025-04-24,CE,820,CHAMBLFERT 24 APR 2025 CE 820.00,0.05,1900,38000,1,CHAMBLFERT,N,INE085A01013,CHAMBLFERT 24 APR 2025 CE 820.00_20250424_CE_820,XX
N,D,42028,CHAMBLFERT 24 APR 2025 PE 820.00,2025-04-24,PE,820,CHAMBLFERT 24 APR 2025 PE 820.00,0.05,1900,38000,1,CHAMBLFERT,N,INE085A01013,CHAMBLFERT 24 APR 2025 PE 820.00_20250424_PE_820,XX
N,D,42029,CHAMBLFERT 29 MAY 2025 CE 740.00,2025-05-29,CE,740,CHAMBLFERT 29 MAY 2025 CE 740.00,0.05,1900,38000,1,CHAMBLFERT,N,INE085A01013,CHAMBLFERT 29 MAY 2025 CE 740.00_20250529_CE_740,XX
N,D,42030,CHAMBLFERT 29 MAY 2025 PE 740.00,2025-05-29,PE,740,CHAMBLFERT 29 MAY 2025 PE 740.00,0.05,1900,38000,1,CHAMBLFERT,N,INE085A01013,CHAMBLFERT 29 MAY 2025 PE 740.00_20250529_PE_740,XX
N,D,42031,COFORGE 27 MAR 2025 CE 10300.00,2025-03-27,CE,10300,COFORGE 27 MAR 2025 CE 10300.00,0.05,75,3000,1,COFORGE,N,INE591G01017,COFORGE 27 MAR 2025 CE 10300.00_20250327_CE_10300,XX
N,D,42032,COFORGE 27 MAR 2025 PE 10300.00,2025-03-27,PE,10300,COFORGE 27 MAR 2025 PE 10300.00,0.05,75,3000,1,COFORGE,N,INE591G01017,COFORGE 27 MAR 2025 PE 10300.00_20250327_PE_10300,XX
