Exch,ExchType,ScripCode,Name,Expiry,ScripType,StrikeRate,FullName,TickSize,LotSize,QtyLimit,Multiplier,SymbolRoot,BOCOAllowed,ISIN,ScripData,Series
N,D,106479,MRF 24 APR 2025 PE 102500.00,2025-04-24,PE,102500,MRF 24 APR 2025 PE 102500.00,0.05,5,200,1,MRF,N,INE883A01011,MRF 24 APR 2025 PE 102500.00_20250424_PE_102500,XX
N,D,106480,MRF 24 APR 2025 CE 103500.00,2025-04-24,CE,103500,MRF 24 APR 2025 CE 103500.00,0.05,5,200,1,MRF,N,INE883A01011,MRF 24 APR 2025 CE 103500.00_20250424_CE_103500,XX
N,D,106481,MRF 24 APR 2025 PE 103500.00,2025-04-24,PE,103500,MRF 24 APR 2025 PE 103500.00,0.05,5,200,1,MRF,N,INE883A01011,MRF 24 APR 2025 PE 103500.00_20250424_PE_103500,XX
N,D,106482,MRF 24 APR 2025 CE 104500.00,2025-04-24,CE,104500,MRF 24 APR 2025 CE 104500.00,0.05,5,200,1,MRF,N,INE883A01011,MRF 24 APR 2025 CE 104500.00_20250424_CE_104500,XX
N,D,106483,MRF 24 APR 2025 PE 104500.00,2025-04-24,PE,104500,MRF 24 APR 2025 PE 104500.00,0.05,5,200,1,MRF,N,INE883A01011,MRF 24 APR 2025 PE 104500.00_20250424_PE_104500,XX
N,D,106484,MRF 24 APR 2025 CE 105500.00,2025-04-24,CE,105500,MRF 24 APR 2025 CE 105500.00,0.05,5,200,1,MRF,N,INE883A01011,MRF 24 APR 2025 CE 105500.00_20250424_CE_105500,XX
N,D,106485,MRF 24 APR 2025 PE 105500.00,2025-04-24,PE,105500,MRF 24 APR 2025 PE 105500.00,0.05,5,200,1,MRF,N,INE883A01011,MRF 24 APR 2025 PE 105500.00_20250424_PE_105500,XX
N,D,106486,MRF 24 APR 2025 CE 106500.00,2025-04-24,CE,106500,MRF 24 APR 2025 CE 106500.00,0.05,5,200,1,MRF,N,INE883A01011,MRF 24 APR 2025 CE 106500.00_20250424_CE_106500,XX
N,D,106487,MRF 24 APR 2025 PE 106500.00,2025-04-24,PE,106500,MRF 24 APR 2025 PE 106500.00,0.05,5,200,1,MRF,N,INE883A01011,MRF 24 APR 2025 PE 106500.00_20250424_PE_106500,XX
N,D,106488,MRF 24 APR 2025 CE 107500.00,2025-04-24,CE,107500,MRF 24 APR 2025 CE 107500.00,0.05,5,200,1,MRF,N,INE883A01011,MRF 24 APR 2025 CE 107500.00_20250424_CE_107500,XX
N,D,106489,MRF 24 APR 2025 PE 107500.00,2025-04-24,PE,107500,MRF 24 APR 2025 PE 107500.00,0.05,5,200,1,MRF,N,INE883A01011,MRF 24 APR 2025 PE 107500.00_20250424_PE_107500,XX
N,D,106490,MRF 24 APR 2025 CE 108500.00,2025-04-24,CE,108500,MRF 24 APR 2025 CE 108500.00,0.05,5,200,1,MRF,N,INE883A01011,MRF 24 APR 2025 CE 108500.00_20250424_CE_108500,XX
N,D,106491,MRF 24 APR 2025 PE 108500.00,2025-04-24,PE,108500,MRF 24 APR 2025 PE 108500.00,0.05,5,200,1,MRF,N,INE883A01011,MRF 24 APR 2025 PE 108500.00_20250424_PE_108500,XX
N,D,106492,MRF 24 APR 2025 CE 109500.00,2025-04-24,CE,109500,MRF 24 APR 2025 CE 109500.00,0.05,5,200,1,MRF,N,INE883A01011,MRF 24 APR 2025 CE 109500.00_20250424_CE_109500,XX
N,D,106493,MRF 24 APR 2025 PE 109500.00,2025-04-24,PE,109500,MRF 24 APR 2025 PE 109500.00,0.05,5,200,1,MRF,N,INE883A01011,MRF 24 APR 2025 PE 109500.00_20250424_PE_109500,XX
N,D,106494,MRF 24 APR 2025 CE 110500.00,2025-04-24,CE,110500,MRF 24 APR 2025 CE 110500.00,0.05,5,200,1,MRF,N,INE883A01011,MRF 24 APR 2025 CE 110500.00_20250424_CE_110500,XX
N,D,106495,MRF 24 APR 2025 PE 110500.00,2025-04-24,PE,110500,MRF 24 APR 2025 PE 110500.00,0.05,5,200,1,MRF,N,INE883A01011,MRF 24 APR 2025 PE 110500.00_20250424_PE_110500,XX
N,D,106502,ESCORTS 24 APR 2025 CE 1800.00,2025-04-24,CE,1800,ESCORTS 24 APR 2025 CE 1800.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 24 APR 2025 CE 1800.00_20250424_CE_1800,XX
N,D,106503,ESCORTS 24 APR 2025 PE 1800.00,2025-04-24,PE,1800,ESCORTS 24 APR 2025 PE 1800.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 24 APR 2025 PE 1800.00_20250424_PE_1800,XX
N,D,106504,ESCORTS 24 APR 2025 CE 2000.00,2025-04-24,CE,2000,ESCORTS 24 APR 2025 CE 2000.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 24 APR 2025 CE 2000.00_20250424_CE_2000,XX
N,D,106505,ESCORTS 24 APR 2025 PE 2000.00,2025-04-24,PE,2000,ESCORTS 24 APR 2025 PE 2000.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 24 APR 2025 PE 2000.00_20250424_PE_2000,XX
N,D,106506,ESCORTS 24 APR 2025 CE 2200.00,2025-04-24,CE,2200,ESCORTS 24 APR 2025 CE 2200.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 24 APR 2025 CE 2200.00_20250424_CE_2200,XX
N,D,106507,ESCORTS 24 APR 2025 PE 2200.00,2025-04-24,PE,2200,ESCORTS 24 APR 2025 PE 2200.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 24 APR 2025 PE 2200.00_20250424_PE_2200,XX
N,D,106515,MRF 24 APR 2025 CE 111500.00,2025-04-24,CE,111500,MRF 24 APR 2025 CE 111500.00,0.05,5,200,1,MRF,N,INE883A01011,MRF 24 APR 2025 CE 111500.00_20250424_CE_111500,XX
N,D,106516,MRF 24 APR 2025 PE 111500.00,2025-04-24,PE,111500,MRF 24 APR 2025 PE 111500.00,0.05,5,200,1,MRF,N,INE883A01011,MRF 24 APR 2025 PE 111500.00_20250424_PE_111500,XX
N,D,106517,MRF 24 APR 2025 CE 112500.00,2025-04-24,CE,112500,MRF 24 APR 2025 CE 112500.00,0.05,5,200,1,MRF,N,INE883A01011,MRF 24 APR 2025 CE 112500.00_20250424_CE_112500,XX
N,D,106518,MRF 24 APR 2025 PE 112500.00,2025-04-24,PE,112500,MRF 24 APR 2025 PE 112500.00,0.05,5,200,1,MRF,N,INE883A01011,MRF 24 APR 2025 PE 112500.00_20250424_PE_112500,XX
N,D,106519,MRF 24 APR 2025 CE 113500.00,2025-04-24,CE,113500,MRF 24 APR 2025 CE 113500.00,0.05,5,200,1,MRF,N,INE883A01011,MRF 24 APR 2025 CE 113500.00_20250424_CE_113500,XX
N,D,106520,ESCORTS 24 APR 2025 CE 2400.00,2025-04-24,CE,2400,ESCORTS 24 APR 2025 CE 2400.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 24 APR 2025 CE 2400.00_20250424_CE_2400,XX
N,D,106521,ESCORTS 24 APR 2025 PE 2400.00,2025-04-24,PE,2400,ESCORTS 24 APR 2025 PE 2400.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 24 APR 2025 PE 2400.00_20250424_PE_2400,XX
N,D,106522,MRF 24 APR 2025 PE 113500.00,2025-04-24,PE,113500,MRF 24 APR 2025 PE 113500.00,0.05,5,200,1,MRF,N,INE883A01011,MRF 24 APR 2025 PE 113500.00_20250424_PE_113500,XX
N,D,106523,MRF 24 APR 2025 CE 114500.00,2025-04-24,CE,114500,MRF 24 APR 2025 CE 114500.00,0.05,5,200,1,MRF,N,INE883A01011,MRF 24 APR 2025 CE 114500.00_20250424_CE_114500,XX
N,D,106524,MRF 24 APR 2025 PE 114500.00,2025-04-24,PE,114500,MRF 24 APR 2025 PE 114500.00,0.05,5,200,1,MRF,N,INE883A01011,MRF 24 APR 2025 PE 114500.00_20250424_PE_114500,XX
N,D,106525,ESCORTS 24 APR 2025 CE 2600.00,2025-04-24,CE,2600,ESCORTS 24 APR 2025 CE 2600.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 24 APR 2025 CE 2600.00_20250424_CE_2600,XX
N,D,106526,ESCORTS 24 APR 2025 PE 2600.00,2025-04-24,PE,2600,ESCORTS 24 APR 2025 PE 2600.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 24 APR 2025 PE 2600.00_20250424_PE_2600,XX
N,D,106527,MRF 24 APR 2025 CE 115500.00,2025-04-24,CE,115500,MRF 24 APR 2025 CE 115500.00,0.05,5,200,1,MRF,N,INE883A01011,MRF 24 APR 2025 CE 115500.00_20250424_CE_115500,XX
N,D,106528,MRF 24 APR 2025 PE 115500.00,2025-04-24,PE,115500,MRF 24 APR 2025 PE 115500.00,0.05,5,200,1,MRF,N,INE883A01011,MRF 24 APR 2025 PE 115500.00_20250424_PE_115500,XX
N,D,106529,ESCORTS 24 APR 2025 CE 2700.00,2025-04-24,CE,2700,ESCORTS 24 APR 2025 CE 2700.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 24 APR 2025 CE 2700.00_20250424_CE_2700,XX
N,D,106530,ESCORTS 24 APR 2025 PE 2700.00,2025-04-24,PE,2700,ESCORTS 24 APR 2025 PE 2700.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 24 APR 2025 PE 2700.00_20250424_PE_2700,XX
N,D,106531,ESCORTS 24 APR 2025 CE 2800.00,2025-04-24,CE,2800,ESCORTS 24 APR 2025 CE 2800.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 24 APR 2025 CE 2800.00_20250424_CE_2800,XX
N,D,106532,MRF 24 APR 2025 CE 116500.00,2025-04-24,CE,116500,MRF 24 APR 2025 CE 116500.00,0.05,5,200,1,MRF,N,INE883A01011,MRF 24 APR 2025 CE 116500.00_20250424_CE_116500,XX
N,D,106533,ESCORTS 24 APR 2025 PE 2800.00,2025-04-24,PE,2800,ESCORTS 24 APR 2025 PE 2800.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 24 APR 2025 PE 2800.00_20250424_PE_2800,XX
N,D,106534,MRF 24 APR 2025 PE 116500.00,2025-04-24,PE,116500,MRF 24 APR 2025 PE 116500.00,0.05,5,200,1,MRF,N,INE883A01011,MRF 24 APR 2025 PE 116500.00_20250424_PE_116500,XX
N,D,106535,ESCORTS 24 APR 2025 CE 2900.00,2025-04-24,CE,2900,ESCORTS 24 APR 2025 CE 2900.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 24 APR 2025 CE 2900.00_20250424_CE_2900,XX
N,D,106536,MRF 24 APR 2025 CE 117500.00,2025-04-24,CE,117500,MRF 24 APR 2025 CE 117500.00,0.05,5,200,1,MRF,N,INE883A01011,MRF 24 APR 2025 CE 117500.00_20250424_CE_117500,XX
N,D,106537,ESCORTS 24 APR 2025 PE 2900.00,2025-04-24,PE,2900,ESCORTS 24 APR 2025 PE 2900.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 24 APR 2025 PE 2900.00_20250424_PE_2900,XX
N,D,106538,MRF 24 APR 2025 PE 117500.00,2025-04-24,PE,117500,MRF 24 APR 2025 PE 117500.00,0.05,5,200,1,MRF,N,INE883A01011,MRF 24 APR 2025 PE 117500.00_20250424_PE_117500,XX
N,D,106539,ESCORTS 24 APR 2025 CE 3000.00,2025-04-24,CE,3000,ESCORTS 24 APR 2025 CE 3000.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 24 APR 2025 CE 3000.00_20250424_CE_3000,XX
N,D,106540,MRF 24 APR 2025 CE 118500.00,2025-04-24,CE,118500,MRF 24 APR 2025 CE 118500.00,0.05,5,200,1,MRF,N,INE883A01011,MRF 24 APR 2025 CE 118500.00_20250424_CE_118500,XX
N,D,106541,ESCORTS 24 APR 2025 PE 3000.00,2025-04-24,PE,3000,ESCORTS 24 APR 2025 PE 3000.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 24 APR 2025 PE 3000.00_20250424_PE_3000,XX
N,D,106542,MRF 24 APR 2025 PE 118500.00,2025-04-24,PE,118500,MRF 24 APR 2025 PE 118500.00,0.05,5,200,1,MRF,N,INE883A01011,MRF 24 APR 2025 PE 118500.00_20250424_PE_118500,XX
N,D,106543,ESCORTS 24 APR 2025 CE 3100.00,2025-04-24,CE,3100,ESCORTS 24 APR 2025 CE 3100.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 24 APR 2025 CE 3100.00_20250424_CE_3100,XX
N,D,106544,MRF 24 APR 2025 CE 119500.00,2025-04-24,CE,119500,MRF 24 APR 2025 CE 119500.00,0.05,5,200,1,MRF,N,INE883A01011,MRF 24 APR 2025 CE 119500.00_20250424_CE_119500,XX
N,D,106545,ESCORTS 24 APR 2025 PE 3100.00,2025-04-24,PE,3100,ESCORTS 24 APR 2025 PE 3100.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 24 APR 2025 PE 3100.00_20250424_PE_3100,XX
N,D,106546,ESCORTS 24 APR 2025 CE 3200.00,2025-04-24,CE,3200,ESCORTS 24 APR 2025 CE 3200.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 24 APR 2025 CE 3200.00_20250424_CE_3200,XX
N,D,106547,ESCORTS 24 APR 2025 PE 3200.00,2025-04-24,PE,3200,ESCORTS 24 APR 2025 PE 3200.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 24 APR 2025 PE 3200.00_20250424_PE_3200,XX
N,D,106548,MRF 24 APR 2025 PE 119500.00,2025-04-24,PE,119500,MRF 24 APR 2025 PE 119500.00,0.05,5,200,1,MRF,N,INE883A01011,MRF 24 APR 2025 PE 119500.00_20250424_PE_119500,XX
N,D,106549,ESCORTS 24 APR 2025 CE 3300.00,2025-04-24,CE,3300,ESCORTS 24 APR 2025 CE 3300.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 24 APR 2025 CE 3300.00_20250424_CE_3300,XX
N,D,106550,ESCORTS 24 APR 2025 PE 3300.00,2025-04-24,PE,3300,ESCORTS 24 APR 2025 PE 3300.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 24 APR 2025 PE 3300.00_20250424_PE_3300,XX
N,D,106551,ESCORTS 24 APR 2025 CE 3400.00,2025-04-24,CE,3400,ESCORTS 24 APR 2025 CE 3400.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 24 APR 2025 CE 3400.00_20250424_CE_3400,XX
N,D,106552,ESCORTS 24 APR 2025 PE 3400.00,2025-04-24,PE,3400,ESCORTS 24 APR 2025 PE 3400.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 24 APR 2025 PE 3400.00_20250424_PE_3400,XX
N,D,106553,ESCORTS 24 APR 2025 CE 3500.00,2025-04-24,CE,3500,ESCORTS 24 APR 2025 CE 3500.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 24 APR 2025 CE 3500.00_20250424_CE_3500,XX
N,D,106554,ESCORTS 24 APR 2025 PE 3500.00,2025-04-24,PE,3500,ESCORTS 24 APR 2025 PE 3500.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 24 APR 2025 PE 3500.00_20250424_PE_3500,XX
N,D,106555,ESCORTS 24 APR 2025 CE 3600.00,2025-04-24,CE,3600,ESCORTS 24 APR 2025 CE 3600.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 24 APR 2025 CE 3600.00_20250424_CE_3600,XX
N,D,106556,ESCORTS 24 APR 2025 PE 3600.00,2025-04-24,PE,3600,ESCORTS 24 APR 2025 PE 3600.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 24 APR 2025 PE 3600.00_20250424_PE_3600,XX
N,D,106557,ESCORTS 24 APR 2025 CE 3700.00,2025-04-24,CE,3700,ESCORTS 24 APR 2025 CE 3700.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 24 APR 2025 CE 3700.00_20250424_CE_3700,XX
N,D,106558,ESCORTS 24 APR 2025 PE 3700.00,2025-04-24,PE,3700,ESCORTS 24 APR 2025 PE 3700.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 24 APR 2025 PE 3700.00_20250424_PE_3700,XX
N,D,106559,ESCORTS 24 APR 2025 CE 3800.00,2025-04-24,CE,3800,ESCORTS 24 APR 2025 CE 3800.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 24 APR 2025 CE 3800.00_20250424_CE_3800,XX
N,D,106560,ESCORTS 24 APR 2025 PE 3800.00,2025-04-24,PE,3800,ESCORTS 24 APR 2025 PE 3800.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 24 APR 2025 PE 3800.00_20250424_PE_3800,XX
N,D,106561,ESCORTS 24 APR 2025 CE 3900.00,2025-04-24,CE,3900,ESCORTS 24 APR 2025 CE 3900.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 24 APR 2025 CE 3900.00_20250424_CE_3900,XX
N,D,106562,ESCORTS 24 APR 2025 PE 3900.00,2025-04-24,PE,3900,ESCORTS 24 APR 2025 PE 3900.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 24 APR 2025 PE 3900.00_20250424_PE_3900,XX
N,D,106563,MRF 24 APR 2025 CE 120500.00,2025-04-24,CE,120500,MRF 24 APR 2025 CE 120500.00,0.05,5,200,1,MRF,N,INE883A01011,MRF 24 APR 2025 CE 120500.00_20250424_CE_120500,XX
N,D,106564,ESCORTS 24 APR 2025 CE 4000.00,2025-04-24,CE,4000,ESCORTS 24 APR 2025 CE 4000.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 24 APR 2025 CE 4000.00_20250424_CE_4000,XX
N,D,106565,ESCORTS 24 APR 2025 PE 4000.00,2025-04-24,PE,4000,ESCORTS 24 APR 2025 PE 4000.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 24 APR 2025 PE 4000.00_20250424_PE_4000,XX
N,D,106566,ESCORTS 24 APR 2025 CE 4100.00,2025-04-24,CE,4100,ESCORTS 24 APR 2025 CE 4100.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 24 APR 2025 CE 4100.00_20250424_CE_4100,XX
N,D,106567,ESCORTS 24 APR 2025 PE 4100.00,2025-04-24,PE,4100,ESCORTS 24 APR 2025 PE 4100.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 24 APR 2025 PE 4100.00_20250424_PE_4100,XX
N,D,106568,ESCORTS 24 APR 2025 CE 4200.00,2025-04-24,CE,4200,ESCORTS 24 APR 2025 CE 4200.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 24 APR 2025 CE 4200.00_20250424_CE_4200,XX
N,D,106569,ESCORTS 24 APR 2025 PE 4200.00,2025-04-24,PE,4200,ESCORTS 24 APR 2025 PE 4200.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 24 APR 2025 PE 4200.00_20250424_PE_4200,XX
N,D,106570,ESCORTS 24 APR 2025 CE 4300.00,2025-04-24,CE,4300,ESCORTS 24 APR 2025 CE 4300.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 24 APR 2025 CE 4300.00_20250424_CE_4300,XX
N,D,106571,ESCORTS 24 APR 2025 PE 4300.00,2025-04-24,PE,4300,ESCORTS 24 APR 2025 PE 4300.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 24 APR 2025 PE 4300.00_20250424_PE_4300,XX
N,D,106572,ESCORTS 24 APR 2025 CE 4400.00,2025-04-24,CE,4400,ESCORTS 24 APR 2025 CE 4400.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 24 APR 2025 CE 4400.00_20250424_CE_4400,XX
N,D,106573,ESCORTS 24 APR 2025 PE 4400.00,2025-04-24,PE,4400,ESCORTS 24 APR 2025 PE 4400.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 24 APR 2025 PE 4400.00_20250424_PE_4400,XX
N,D,106576,MRF 24 APR 2025 PE 120500.00,2025-04-24,PE,120500,MRF 24 APR 2025 PE 120500.00,0.05,5,200,1,MRF,N,INE883A01011,MRF 24 APR 2025 PE 120500.00_20250424_PE_120500,XX
N,D,106577,MRF 24 APR 2025 CE 121500.00,2025-04-24,CE,121500,MRF 24 APR 2025 CE 121500.00,0.05,5,200,1,MRF,N,INE883A01011,MRF 24 APR 2025 CE 121500.00_20250424_CE_121500,XX
N,D,106578,MRF 24 APR 2025 PE 121500.00,2025-04-24,PE,121500,MRF 24 APR 2025 PE 121500.00,0.05,5,200,1,MRF,N,INE883A01011,MRF 24 APR 2025 PE 121500.00_20250424_PE_121500,XX
N,D,106579,ESCORTS 27 MAR 2025 CE 2200.00,2025-03-27,CE,2200,ESCORTS 27 MAR 2025 CE 2200.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 27 MAR 2025 CE 2200.00_20250327_CE_2200,XX
N,D,106581,ESCORTS 27 MAR 2025 PE 2200.00,2025-03-27,PE,2200,ESCORTS 27 MAR 2025 PE 2200.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 27 MAR 2025 PE 2200.00_20250327_PE_2200,XX
N,D,106585,ESCORTS 27 MAR 2025 CE 2400.00,2025-03-27,CE,2400,ESCORTS 27 MAR 2025 CE 2400.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 27 MAR 2025 CE 2400.00_20250327_CE_2400,XX
N,D,106586,ESCORTS 27 MAR 2025 PE 2400.00,2025-03-27,PE,2400,ESCORTS 27 MAR 2025 PE 2400.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 27 MAR 2025 PE 2400.00_20250327_PE_2400,XX
N,D,106587,ESCORTS 27 MAR 2025 CE 2500.00,2025-03-27,CE,2500,ESCORTS 27 MAR 2025 CE 2500.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 27 MAR 2025 CE 2500.00_20250327_CE_2500,XX
N,D,106588,ESCORTS 27 MAR 2025 PE 2500.00,2025-03-27,PE,2500,ESCORTS 27 MAR 2025 PE 2500.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 27 MAR 2025 PE 2500.00_20250327_PE_2500,XX
N,D,106589,ESCORTS 27 MAR 2025 CE 2600.00,2025-03-27,CE,2600,ESCORTS 27 MAR 2025 CE 2600.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 27 MAR 2025 CE 2600.00_20250327_CE_2600,XX
N,D,106594,ESCORTS 27 MAR 2025 PE 2600.00,2025-03-27,PE,2600,ESCORTS 27 MAR 2025 PE 2600.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 27 MAR 2025 PE 2600.00_20250327_PE_2600,XX
N,D,106596,ESCORTS 27 MAR 2025 CE 2700.00,2025-03-27,CE,2700,ESCORTS 27 MAR 2025 CE 2700.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 27 MAR 2025 CE 2700.00_20250327_CE_2700,XX
N,D,106597,ESCORTS 27 MAR 2025 PE 2700.00,2025-03-27,PE,2700,ESCORTS 27 MAR 2025 PE 2700.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 27 MAR 2025 PE 2700.00_20250327_PE_2700,XX
N,D,106598,ESCORTS 27 MAR 2025 CE 2800.00,2025-03-27,CE,2800,ESCORTS 27 MAR 2025 CE 2800.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 27 MAR 2025 CE 2800.00_20250327_CE_2800,XX
N,D,106599,ESCORTS 27 MAR 2025 PE 2800.00,2025-03-27,PE,2800,ESCORTS 27 MAR 2025 PE 2800.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 27 MAR 2025 PE 2800.00_20250327_PE_2800,XX
N,D,106600,ESCORTS 27 MAR 2025 CE 2900.00,2025-03-27,CE,2900,ESCORTS 27 MAR 2025 CE 2900.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 27 MAR 2025 CE 2900.00_20250327_CE_2900,XX
N,D,106601,ESCORTS 27 MAR 2025 PE 2900.00,2025-03-27,PE,2900,ESCORTS 27 MAR 2025 PE 2900.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 27 MAR 2025 PE 2900.00_20250327_PE_2900,XX
N,D,106603,ESCORTS 27 MAR 2025 CE 3000.00,2025-03-27,CE,3000,ESCORTS 27 MAR 2025 CE 3000.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 27 MAR 2025 CE 3000.00_20250327_CE_3000,XX
N,D,106604,ESCORTS 27 MAR 2025 PE 3000.00,2025-03-27,PE,3000,ESCORTS 27 MAR 2025 PE 3000.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 27 MAR 2025 PE 3000.00_20250327_PE_3000,XX
N,D,106605,ESCORTS 27 MAR 2025 CE 3100.00,2025-03-27,CE,3100,ESCORTS 27 MAR 2025 CE 3100.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 27 MAR 2025 CE 3100.00_20250327_CE_3100,XX
N,D,106606,ESCORTS 27 MAR 2025 PE 3100.00,2025-03-27,PE,3100,ESCORTS 27 MAR 2025 PE 3100.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 27 MAR 2025 PE 3100.00_20250327_PE_3100,XX
N,D,106607,ESCORTS 27 MAR 2025 CE 3200.00,2025-03-27,CE,3200,ESCORTS 27 MAR 2025 CE 3200.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 27 MAR 2025 CE 3200.00_20250327_CE_3200,XX
N,D,106608,ESCORTS 27 MAR 2025 PE 3200.00,2025-03-27,PE,3200,ESCORTS 27 MAR 2025 PE 3200.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 27 MAR 2025 PE 3200.00_20250327_PE_3200,XX
N,D,106609,ESCORTS 27 MAR 2025 CE 3300.00,2025-03-27,CE,3300,ESCORTS 27 MAR 2025 CE 3300.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 27 MAR 2025 CE 3300.00_20250327_CE_3300,XX
N,D,106610,ESCORTS 27 MAR 2025 PE 3300.00,2025-03-27,PE,3300,ESCORTS 27 MAR 2025 PE 3300.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 27 MAR 2025 PE 3300.00_20250327_PE_3300,XX
N,D,106611,ESCORTS 27 MAR 2025 CE 3400.00,2025-03-27,CE,3400,ESCORTS 27 MAR 2025 CE 3400.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 27 MAR 2025 CE 3400.00_20250327_CE_3400,XX
N,D,106612,ESCORTS 27 MAR 2025 PE 3400.00,2025-03-27,PE,3400,ESCORTS 27 MAR 2025 PE 3400.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 27 MAR 2025 PE 3400.00_20250327_PE_3400,XX
N,D,106613,ESCORTS 27 MAR 2025 CE 3500.00,2025-03-27,CE,3500,ESCORTS 27 MAR 2025 CE 3500.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 27 MAR 2025 CE 3500.00_20250327_CE_3500,XX
N,D,106614,ESCORTS 27 MAR 2025 PE 3500.00,2025-03-27,PE,3500,ESCORTS 27 MAR 2025 PE 3500.00,0.05,150,7500,1,ESCORTS,N,INE042A01014,ESCORTS 27 MAR 2025 PE 3500.00_20250327_PE_3500,XX
